BORONAME,TYPE,PROVIDER,LAT,LON,LOCATION_T,CITY,BOROCODE
Manhattan,Free,LinkNYC - Citybridge,40.750092,-73.987792,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.734148,-73.98874,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.734141,-73.989412,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.736111,-73.993424,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.737561,-73.996841,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.736201,-73.993601,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.734127,-73.989778,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.738074,-73.998319,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.738997,-74.000946,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.778889,-73.977853,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.786654,-73.972311,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.767364,-73.968865,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.761118,-73.975684,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.76779,-73.989659,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.774281,-73.96346,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.778795,-73.960116,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.757174,-73.963906,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.790786,-73.968915,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.761049,-73.964181,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.77497,-73.981079,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.768093,-73.968364,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.775443,-73.982367,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.731521,-73.982765,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.825967,-73.939767,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.834189,-73.94545,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.827925,-73.945775,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.827305,-73.946226,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.829733,-73.9442,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.82832,-73.949299,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.763433,-73.959039,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.723404,-74.008084,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.747627,-73.985037,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.7427,-73.9968,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.743659,-73.976843,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.740233,-73.979048,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.740369,-73.979252,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.746619,-73.990241,Outdoor Kiosk,New York,1
Queens,Free,LinkNYC - Citybridge,40.755777,-73.923627,Outdoor Kiosk,Queens,4
Manhattan,Free,LinkNYC - Citybridge,40.789263,-73.970284,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.767047,-73.989933,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.744175,-73.987549,Outdoor Kiosk,New York,1
Queens,Free,LinkNYC - Citybridge,40.747153,-73.887926,Outdoor Kiosk,Queens,4
Manhattan,Free,LinkNYC - Citybridge,40.754593,-73.988137,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.761267,-73.96062,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.743971,-73.991883,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.800093,-73.968295,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.795996,-73.970599,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.744407,-73.983132,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.7436,-74.003588,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.739341,-73.979985,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.743395,-73.983879,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.764456,-73.99182,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.768262,-73.989043,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.765159,-73.991312,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.764624,-73.991967,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.736747,-73.981608,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.745494,-73.990775,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.738302,-73.996296,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.80663,-73.950256,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.762595,-73.959649,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.847513,-73.935363,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.751188,-73.971061,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.739166,-73.991199,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.765789,-73.990852,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.765875,-73.991057,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.735348,-73.985846,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.745268,-73.994563,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.741323,-73.985385,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.73728,-73.992826,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.738384,-73.980396,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.754695,-73.965406,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.732519,-73.984694,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.751522,-73.990112,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.730672,-73.989247,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.74534,-73.982768,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.788986,-73.970482,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.822902,-73.938365,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.74685,-73.977159,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.848444,-73.934241,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.765665,-73.957409,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.738503,-73.98061,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.739963,-73.979544,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.73857,-73.999932,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.737805,-73.998106,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.738667,-73.999476,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.735626,-73.985322,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.737906,-73.997921,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.743027,-74.004005,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.73804,-73.992377,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.742803,-74.00417,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.739336,-73.995264,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.739432,-73.995475,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.733107,-73.987162,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.733694,-73.987044,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.73347,-73.987384,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.733919,-73.986881,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.733841,-73.986634,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.734222,-73.986658,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.734492,-73.986162,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.742625,-73.980628,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.748383,-73.976344,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.748287,-73.976535,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.758275,-73.96913,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.734031,-73.986488,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.739531,-73.982889,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.73477,-73.986259,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.737597,-73.98389,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.750717,-73.974088,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.760207,-73.967177,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.736214,-73.9849,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.735839,-73.985171,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.736332,-73.985123,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.736426,-73.98475,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.736789,-73.984486,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.739528,-73.982489,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.740041,-73.982424,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.739975,-73.982035,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.740246,-73.982383,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.740218,-73.981988,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.740573,-73.981729,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.740775,-73.981576,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.740989,-73.981732,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.741291,-73.981512,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.741169,-73.981297,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.742007,-73.98068,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.742433,-73.980371,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.742736,-73.980459,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.743035,-73.980242,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.743093,-73.979813,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.743494,-73.979907,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.74395,-73.979655,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.743876,-73.979316,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.745116,-73.978416,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.746217,-73.977614,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.746449,-73.977444,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.746539,-73.977688,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.74705,-73.977005,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.747672,-73.976965,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.747788,-73.976777,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.748289,-73.976105,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.748819,-73.976026,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.748733,-73.975363,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.749341,-73.975186,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.748914,-73.975648,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.749658,-73.975104,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.750156,-73.974741,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.750378,-73.974888,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.75096,-73.974467,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.751406,-73.974142,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.751497,-73.973765,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.752623,-73.973254,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.752665,-73.972843,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.753196,-73.972445,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.753149,-73.972868,Outdoor Kiosk,New York,1
Brooklyn,Free,LinkNYC - Citybridge,40.660871,-73.997387,Outdoor Kiosk,Brooklyn,3
Brooklyn,Free,LinkNYC - Citybridge,40.659902,-73.998822,Outdoor Kiosk,Brooklyn,3
Brooklyn,Free,LinkNYC - Citybridge,40.659745,-73.998986,Outdoor Kiosk,Brooklyn,3
Brooklyn,Free,LinkNYC - Citybridge,40.656011,-74.002446,Outdoor Kiosk,Brooklyn,3
Brooklyn,Free,LinkNYC - Citybridge,40.653711,-74.005258,Outdoor Kiosk,Brooklyn,3
Brooklyn,Free,LinkNYC - Citybridge,40.662588,-73.992259,Outdoor Kiosk,Brooklyn,3
Brooklyn,Free,LinkNYC - Citybridge,40.673692,-73.962869,Outdoor Kiosk,Brooklyn,3
Brooklyn,Free,LinkNYC - Citybridge,40.660852,-73.960581,Outdoor Kiosk,Brooklyn,3
Brooklyn,Free,LinkNYC - Citybridge,40.658911,-73.960426,Outdoor Kiosk,Brooklyn,3
Brooklyn,Free,LinkNYC - Citybridge,40.651027,-73.946513,Outdoor Kiosk,Brooklyn,3
Brooklyn,Free,LinkNYC - Citybridge,40.651047,-73.943969,Outdoor Kiosk,Brooklyn,3
Brooklyn,Free,LinkNYC - Citybridge,40.651341,-73.940166,Outdoor Kiosk,Brooklyn,3
Queens,Free,LinkNYC - Citybridge,40.697563,-73.83628,Outdoor Kiosk,Queens,4
Queens,Free,LinkNYC - Citybridge,40.6989,-73.833834,Outdoor Kiosk,Queens,4
Queens,Free,LinkNYC - Citybridge,40.699754,-73.831609,Outdoor Kiosk,Queens,4
Queens,Free,LinkNYC - Citybridge,40.699895,-73.831098,Outdoor Kiosk,Queens,4
Queens,Free,LinkNYC - Citybridge,40.699841,-73.830936,Outdoor Kiosk,Queens,4
Queens,Free,LinkNYC - Citybridge,40.700159,-73.830914,Outdoor Kiosk,Queens,4
Queens,Free,LinkNYC - Citybridge,40.700864,-73.826551,Outdoor Kiosk,Queens,4
Queens,Free,LinkNYC - Citybridge,40.700926,-73.826205,Outdoor Kiosk,Queens,4
Queens,Free,LinkNYC - Citybridge,40.713167,-73.829809,Outdoor Kiosk,Queens,4
Queens,Free,LinkNYC - Citybridge,40.717664,-73.836262,Outdoor Kiosk,Queens,4
Queens,Free,LinkNYC - Citybridge,40.719293,-73.839741,Outdoor Kiosk,Queens,4
Queens,Free,LinkNYC - Citybridge,40.721526,-73.844884,Outdoor Kiosk,Queens,4
Queens,Free,LinkNYC - Citybridge,40.726082,-73.852197,Outdoor Kiosk,Queens,4
Queens,Free,LinkNYC - Citybridge,40.726241,-73.852519,Outdoor Kiosk,Queens,4
Queens,Free,LinkNYC - Citybridge,40.728299,-73.858076,Outdoor Kiosk,Queens,4
Queens,Free,LinkNYC - Citybridge,40.734545,-73.874705,Outdoor Kiosk,Queens,4
Queens,Free,LinkNYC - Citybridge,40.734923,-73.87546,Outdoor Kiosk,Queens,4
Queens,Free,LinkNYC - Citybridge,40.737206,-73.88094,Outdoor Kiosk,Queens,4
Queens,Free,LinkNYC - Citybridge,40.738208,-73.886253,Outdoor Kiosk,Queens,4
Queens,Free,LinkNYC - Citybridge,40.741288,-73.904656,Outdoor Kiosk,Queens,4
Queens,Free,LinkNYC - Citybridge,40.742912,-73.91854,Outdoor Kiosk,Queens,4
Queens,Free,LinkNYC - Citybridge,40.743063,-73.920682,Outdoor Kiosk,Queens,4
Queens,Free,LinkNYC - Citybridge,40.743221,-73.921257,Outdoor Kiosk,Queens,4
Queens,Free,LinkNYC - Citybridge,40.743823,-73.926455,Outdoor Kiosk,Queens,4
Queens,Free,LinkNYC - Citybridge,40.743877,-73.926926,Outdoor Kiosk,Queens,4
Queens,Free,LinkNYC - Citybridge,40.743976,-73.927772,Outdoor Kiosk,Queens,4
Queens,Free,LinkNYC - Citybridge,40.744151,-73.929829,Outdoor Kiosk,Queens,4
Queens,Free,LinkNYC - Citybridge,40.744278,-73.930399,Outdoor Kiosk,Queens,4
Queens,Free,LinkNYC - Citybridge,40.743184,-73.951617,Outdoor Kiosk,Queens,4
Bronx,Free,LinkNYC - Citybridge,40.867329,-73.897193,Outdoor Kiosk,Bronx,2
Bronx,Free,LinkNYC - Citybridge,40.867371,-73.897645,Outdoor Kiosk,Bronx,2
Queens,Free,LinkNYC - Citybridge,40.75191,-73.929992,Outdoor Kiosk,Queens,4
Queens,Free,LinkNYC - Citybridge,40.751953,-73.927493,Outdoor Kiosk,Queens,4
Queens,Free,LinkNYC - Citybridge,40.75337,-73.91232,Outdoor Kiosk,Queens,4
Bronx,Free,LinkNYC - Citybridge,40.839445,-73.915848,Outdoor Kiosk,Bronx,2
Bronx,Free,LinkNYC - Citybridge,40.853028,-73.905076,Outdoor Kiosk,Bronx,2
Bronx,Free,LinkNYC - Citybridge,40.857756,-73.901091,Outdoor Kiosk,Bronx,2
Manhattan,Free,LinkNYC - Citybridge,40.789424,-73.975391,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.789457,-73.975041,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.790053,-73.974767,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.790235,-73.974793,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.79069,-73.974462,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.790901,-73.974302,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.790818,-73.97481,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.791401,-73.973822,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.791943,-73.973425,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.792255,-73.973761,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.792534,-73.973125,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.792696,-73.973438,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.792887,-73.973289,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.793426,-73.973043,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.793181,-73.972649,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.793822,-73.972035,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.786896,-73.977483,Outdoor Kiosk,New York,1
Manhattan,Free,LinkNYC - Citybridge,40.788002,-73.976551,Outdoor Kiosk,New York,1
Bronx,Free,LinkNYC - Citybridge,40.819886,-73.926847,Outdoor Kiosk,Bronx,2
Brooklyn,Free,LinkNYC - Citybridge,40.699342,-73.992187,Outdoor Kiosk,Brooklyn,3
Brooklyn,Free,LinkNYC - Citybridge,40.697588,-73.993029,Outdoor Kiosk,Brooklyn,3
Brooklyn,Free,LinkNYC - Citybridge,40.69607,-73.991264,Outdoor Kiosk,Brooklyn,3
Brooklyn,Free,LinkNYC - Citybridge,40.691234,-73.986384,Outdoor Kiosk,Brooklyn,3
Brooklyn,Free,LinkNYC - Citybridge,40.690588,-73.984481,Outdoor Kiosk,Brooklyn,3
Manhattan,Free,Transit Wireless,40.718803,-74.000193,Subway Station,New York,1
Brooklyn,Free,Transit Wireless,40.712792,-73.951418,Subway Station,Brooklyn,3
Brooklyn,Free,Transit Wireless,40.714063,-73.950275,Subway Station,Brooklyn,3
Manhattan,Free,Transit Wireless,40.70722,-74.013342,Subway Station,New York,1
Manhattan,Free,Transit Wireless,40.713243,-74.003401,Subway Station,New York,1
Manhattan,Free,Transit Wireless,40.725915,-73.994659,Subway Station,New York,1
Manhattan,Free,Transit Wireless,40.707557,-74.011862,Subway Station,New York,1
Manhattan,Free,Transit Wireless,40.706476,-74.011056,Subway Station,New York,1
Manhattan,Free,Transit Wireless,40.725297,-73.996204,Subway Station,New York,1
Manhattan,Free,Transit Wireless,40.713065,-74.004131,Subway Station,New York,1
Brooklyn,Free,Transit Wireless,40.6941,-73.991777,Subway Station,Brooklyn,3
Brooklyn,Free,Transit Wireless,40.69218,-73.985942,Subway Station,Brooklyn,3
Brooklyn,Free,Transit Wireless,40.690635,-73.981824,Subway Station,Brooklyn,3
Brooklyn,Free,Transit Wireless,40.683666,-73.97881,Subway Station,Brooklyn,3
Brooklyn,Free,Transit Wireless,40.677316,-73.98311,Subway Station,Brooklyn,3
Brooklyn,Free,Transit Wireless,40.670847,-73.988302,Subway Station,Brooklyn,3
Brooklyn,Free,Transit Wireless,40.655144,-74.003549,Subway Station,Brooklyn,3
Brooklyn,Free,Transit Wireless,40.648939,-74.010006,Subway Station,Brooklyn,3
Brooklyn,Free,Transit Wireless,40.68446,-73.97689,Subway Station,Brooklyn,3
Brooklyn,Free,Transit Wireless,40.706607,-73.922913,Subway Station,Brooklyn,3
Brooklyn,Free,Transit Wireless,40.703811,-73.918425,Subway Station,Brooklyn,3
Brooklyn,Free,Transit Wireless,40.699814,-73.911586,Subway Station,Brooklyn,3
Queens,Free,Transit Wireless,40.695602,-73.904084,Subway Station,Brooklyn,4
Brooklyn,Free,Transit Wireless,40.688764,-73.904046,Subway Station,Brooklyn,3
Brooklyn,Free,Transit Wireless,40.682829,-73.905249,Subway Station,Brooklyn,3
Brooklyn,Free,Transit Wireless,40.699337,-73.990531,Subway Station,Brooklyn,3
Brooklyn,Free,Transit Wireless,40.692338,-73.987342,Subway Station,Brooklyn,3
Brooklyn,Free,Transit Wireless,40.688484,-73.985001,Subway Station,Brooklyn,3
Brooklyn,Free,Transit Wireless,40.686113,-73.973946,Subway Station,Brooklyn,3
Brooklyn,Free,Transit Wireless,40.683263,-73.965838,Subway Station,Brooklyn,3
Brooklyn,Free,Transit Wireless,40.68138,-73.956848,Subway Station,Brooklyn,3
Brooklyn,Free,Transit Wireless,40.680438,-73.950426,Subway Station,Brooklyn,3
Brooklyn,Free,Transit Wireless,40.679921,-73.940859,Subway Station,Brooklyn,3
Brooklyn,Free,Transit Wireless,40.679364,-73.930729,Subway Station,Brooklyn,3
Brooklyn,Free,Transit Wireless,40.678822,-73.920786,Subway Station,Brooklyn,3
Brooklyn,Free,Transit Wireless,40.67834,-73.911946,Subway Station,Brooklyn,3
Brooklyn,Free,Transit Wireless,40.674542,-73.896548,Subway Station,Brooklyn,3
Brooklyn,Free,Transit Wireless,40.67271,-73.890358,Subway Station,Brooklyn,3
Brooklyn,Free,Transit Wireless,40.67413,-73.88075,Subway Station,Brooklyn,3
Brooklyn,Free,Transit Wireless,40.675377,-73.872106,Subway Station,Brooklyn,3
Brooklyn,Free,Transit Wireless,40.677044,-73.86505,Subway Station,Brooklyn,3
Brooklyn,Free,Transit Wireless,40.699743,-73.986885,Subway Station,Brooklyn,3
Brooklyn,Free,Transit Wireless,40.686145,-73.990862,Subway Station,Brooklyn,3
Brooklyn,Free,Transit Wireless,40.680303,-73.995048,Subway Station,Brooklyn,3
Brooklyn,Free,Transit Wireless,40.660365,-73.979493,Subway Station,Brooklyn,3
Brooklyn,Free,Transit Wireless,40.650782,-73.975776,Subway Station,Brooklyn,3
Brooklyn,Free,Transit Wireless,40.706092,-73.950308,Subway Station,Brooklyn,3
Brooklyn,Free,Transit Wireless,40.700377,-73.950234,Subway Station,Brooklyn,3
Brooklyn,Free,Transit Wireless,40.694568,-73.949046,Subway Station,Brooklyn,3
Brooklyn,Free,Transit Wireless,40.689627,-73.953522,Subway Station,Brooklyn,3
Brooklyn,Free,Transit Wireless,40.688873,-73.96007,Subway Station,Brooklyn,3
Brooklyn,Free,Transit Wireless,40.688089,-73.966839,Subway Station,Brooklyn,3
Brooklyn,Free,Transit Wireless,40.693219,-73.989998,Subway Station,Brooklyn,3
Brooklyn,Free,Transit Wireless,40.690545,-73.985065,Subway Station,Brooklyn,3
Brooklyn,Free,Transit Wireless,40.684359,-73.977666,Subway Station,Brooklyn,3
Brooklyn,Free,Transit Wireless,40.675235,-73.971046,Subway Station,Brooklyn,3
Brooklyn,Free,Transit Wireless,40.671987,-73.964375,Subway Station,Brooklyn,3
Brooklyn,Free,Transit Wireless,40.670682,-73.958131,Subway Station,Brooklyn,3
Brooklyn,Free,Transit Wireless,40.669847,-73.950466,Subway Station,Brooklyn,3
Brooklyn,Free,Transit Wireless,40.669399,-73.942161,Subway Station,Brooklyn,3
Brooklyn,Free,Transit Wireless,40.668897,-73.932942,Subway Station,Brooklyn,3
Brooklyn,Free,Transit Wireless,40.667883,-73.950683,Subway Station,Brooklyn,3
Brooklyn,Free,Transit Wireless,40.662742,-73.95085,Subway Station,Brooklyn,3
Brooklyn,Free,Transit Wireless,40.650843,-73.949575,Subway Station,Brooklyn,3
